,id,question,option_a,option_b,option_c,option_d,correct_option
598,OIC-075-02-A-,Quels sont les critères principaux de la dépendance au tabac selon la CIM-10?,"Désir puissant ou compulsif de fumer, Difficultés à contrôler l’usage de tabac, Syndrome de sevrage à la diminution ou à l’arrêt, Tolérance, Abandon d’autres sources de plaisir et d’intérêts au profit de l’usage du tabac ou augmentation du temps passé à se procurer la substance, la consommer, ou récupérer de ses effets","Désir puissant ou compulsif de fumer, Difficultés à contrôler l’usage de tabac, Syndrome de sevrage à la diminution ou à l’arrêt, Tolérance, Abandon d’autres sources de plaisir et d’intérêts au profit de l’usage du tabac ou augmentation du temps passé à se procurer la substance, la consommer, ou récupérer de ses effets, Poursuite de la consommation de la substance malgré la survenue de conséquences nocives","Désir puissant ou compulsif de fumer, Difficultés à contrôler l’usage de tabac, Syndrome de sevrage à la diminution ou à l’arrêt, Tolérance, Abandon d’autres sources de plaisir et d’intérêts au profit de l’usage du tabac ou augmentation du temps passé à se procurer la substance, la consommer, ou récupérer de ses effets, Poursuite de la consommation de la substance malgré la survenue de conséquences nocives, Mode de consommation préjudiciable à la santé sans les critères de la dépendance","Désir puissant ou compulsif de fumer, Difficultés à contrôler l’usage de tabac, Syndrome de sevrage à la diminution ou à l’arrêt, Tolérance, Abandon d’autres sources de plaisir et d’intérêts au profit de l’usage du tabac ou augmentation du temps passé à se procurer la substance, la consommer, ou récupérer de ses effets, Poursuite de la consommation de la substance malgré la survenue de conséquences nocives, Mode de consommation préjudiciable à la santé sans les critères de la dépendance, Usage de tabac nocif pour la santé (Critères CIM-10)",b
599,OIC-075-03-B,Quel est le principe de fonctionnement de la cigarette électronique?,"Mélange de propylène-glycol, nicotine, eau, arômes et glycérol propulsé sous forme de vapeur et inhalé.","Mélange de propylène-glycol, nicotine, eau, arômes et glycérol propulsé sous forme de vapeur et inhalé. À ce jour, aucun effet indésirable ou cas d’intoxication rapporté. Possible réactions allergiques. Considérées comme des produits de consommation.","Mélange de propylène-glycol, nicotine, eau, arômes et glycérol propulsé sous forme de vapeur et inhalé. À ce jour, aucun effet indésirable ou cas d’intoxication rapporté. Possible réactions allergiques. Considérées comme des produits de consommation. Considérées comme des produits de consommation.","Mélange de propylène-glycol, nicotine, eau, arômes et glycérol propulsé sous forme de vapeur et inhalé. À ce jour, aucun effet indésirable ou cas d’intoxication rapporté. Possible réactions allergiques. Considérées comme des produits de consommation. Considérées comme des produits de consommation. Considérées comme des produits de consommation.",a
600,OIC-075-04-B,Quel composé est le principal agent responsable de la dépendance au tabac?,La nicotine,Les goudrons,Les radicaux libres,Le monoxyde de carbone,a
601,OIC-075-04-B-,Quel composé est considéré comme cancérigène dans la fumée de tabac?,La nicotine,Les goudrons,Les radicaux libres,Le monoxyde de carbone,b
602,OIC-075-05-B,Quel est l'effet de la fumée de tabac sur l'arbre respiratoire et les alvéoles pulmonaires?,Elle ne pénètre pas l'arbre respiratoire et les alvéoles pulmonaires,Elle pénètre tout l'arbre respiratoire et les alvéoles pulmonaires,Elle pénètre uniquement les bronches,Elle pénètre uniquement les alvéoles pulmonaires,b
603,OIC-075-05-B-,Quel est l'effet de la fumée de tabac sur la thrombose artérielle?,Elle joue un rôle dans la thrombose veineuse,Elle ne joue aucun rôle dans la thrombose artérielle,Elle joue un rôle dans la thrombose artérielle,Elle joue un rôle dans la thrombose veineuse et artérielle,c
604,OIC-075-06-A,À quel âge moyen de consommation de la 1ère cigarette est-il stable?,12 ans,14 ans,16 ans,18 ans,b
605,OIC-075-06-A-,Quel est le facteur de risque le plus important dans l'intoxication tabagique?,La dose de tabac consommée,La fréquence de consommation,La durée de l'intoxication,Le type de tabac consommé,c
606,OIC-075-07-B,Quelle est la principale cause de la diminution du tabagisme entre 2016 et 2018 en France?,Augmentation du prix du tabac,Opération « Mois Sans Tabac »,Paquet neutre,Toutes les réponses ci-dessus,d
607,OIC-075-08-A,Quel est le pourcentage de personnes (18 à 75 ans) qui déclarent fumer du tabac en 2019?,"20,4%","30,4%","40,4%","50,4%",b
608,OIC-075-08-A-,Quel est le pourcentage de femmes qui déclarent fumer du tabac en 2019?,"20,4%","26,5%","30,4%","34,6%",b
609,OIC-075-09-A,À quel âge la première cigarette est-elle généralement expérimentée chez les jeunes?,10 ans,12 ans,14 ans,16 ans,c
610,OIC-075-09-A-,À quel âge la consommation quotidienne de tabac est-elle généralement observée chez les jeunes qui ont expérimenté le tabac?,13 ans,14 ans,15 ans,16 ans,c
611,OIC-075-10-A-,"Parmi les femmes enceintes, qui sont plus susceptibles de continuer à fumer?",Les femmes les plus âgées,Les femmes les plus diplômées,Les femmes les plus jeunes et les moins diplômées,Les femmes ayant un niveau d'éducation élevé,c
612,OIC-075-11-A,Quelle est la tendance du tabagisme global en France entre 2017 et 2018?,Augmentation du tabagisme global,Diminution du tabagisme global,Stabilité du tabagisme global,Aucune information disponible,b
613,OIC-075-11-A-,Quelle est la tendance du tabagisme quotidien en France entre 2017 et 2018?,Augmentation du tabagisme quotidien,Diminution du tabagisme quotidien,Stabilité du tabagisme quotidien,Aucune information disponible,b
614,OIC-075-12-A,Quel est le facteur de risque le plus important dans l'intoxication au tabac?,La dose,La durée,Le type de tabac,L'âge,b
615,OIC-075-13-A,Quelle est la première cause de décès évitable en France?,Maladies cardiovasculaires,Cancers,Maladies respiratoires,Tabac,d
616,OIC-075-13-A-,Quel est le premier facteur de risque cardiovasculaire de la femme non ménopausée?,Tabac,Diabète,Hypertension artérielle,Obésité,a
617,OIC-075-14-A,Quelle est la première cause de décès évitable en France?,Le tabac,Le cancer,Les accidents de la route,Les maladies cardiovasculaires,a
618,OIC-075-14-A-,Quel est le premier facteur de risque cardiovasculaire chez la femme non ménopausée?,Le tabac,L'obésité,Le diabète,L'hypertension,a
619,OIC-075-15-A,Quel gaz est reconnu responsable des troubles cardiovasculaires liés au tabac?,Le Monoxyde de Carbone (CO),Le Dioxyde de Carbone (CO2),L'Oxygène (O2),L'Azote (N2),a
620,OIC-075-15-A-,Quel est l'impact de l'arrêt du tabac sur la mortalité liée aux maladies cardiovasculaires?,Il n'y a aucun impact,Il augmente la mortalité,Il la réduit,Il la stabilise,c
621,OIC-075-17-A,Quelles sont les principales complications médicales non psychiatriques liées à l'intoxication passive?,Cardiopathies ischémiques et Cancer broncho-pulmonaire,Coronaropathie et Otite,Bronchite et Asthme de l'enfant,Toutes les réponses ci-dessus,d
622,OIC-075-17-A-,Quelle est la complication médicale non psychiatrique liée à l'intoxication passive qui affecte principalement les enfants?,Cardiopathies ischémiques,Cancer broncho-pulmonaire,Asthme de l'enfant,Bronchite,c
623,OIC-075-18-B,Quelle tendance a été observée concernant le tabagisme quotidien parmi les fumeurs les plus défavorisés en France entre 2016 et 2018?,"Il a augmenté de 38,8% à 49,7%","Il a diminué de 38,8% à 33,0%","Il a augmenté de 49,7% à 40%","Il a diminué de 49,7% à 33,0%",b
624,OIC-075-18-B-,Quel rôle le tabac joue-t-il selon le texte?,Il est un indicateur de la santé,Il est un marqueur social,Il est un indicateur de l'éducation,Il est un marqueur économique,b
625,OIC-075-19-A,Quelle est la première étape pour dépister la consommation de tabac chez un patient?,Poser la question « Fumez-vous? »,Évaluer les consommations de tabac,Déterminer les objectifs de l'arrêt du tabac,Utiliser un algorithme décisionnel,a
626,OIC-075-19-A-,Comment évaluer la consommation de tabac en termes de Paquets-Année (PA)?,Nombre de paquets par jour x nombre d’années d’intoxication,Nombre de cigarettes par jour x nombre d’années d’intoxication,Nombre de paquets par jour x nombre de cigarettes par jour,Nombre de cigarettes par jour x nombre de paquets par jour,a
627,OIC-075-20-A,Quel est le principal agent responsable de la dépendance au tabac?,Le tabac,La nicotine,L'oxygène,L'azote,b
628,OIC-075-20-A-,Quels sont les critères de la dépendance au tabac selon la CIM-10?,"Désir puissant ou compulsif de fumer, Difficultés à contrôler l’usage de tabac, Syndrome de sevrage à la diminution ou à l’arrêt, Tolérance, Abandon d’autres sources de plaisir et d’intérêts au profit de l’usage du tabac ou augmentation du temps passé à se procurer la substance, la consommer, ou récupérer de ses effets, Poursuite de la consommation de la substance malgré la survenue de conséquences nocives","Désir puissant ou compulsif de fumer, Difficultés à contrôler l’usage de tabac, Syndrome de sevrage à la diminution ou à l’arrêt, Tolérance, Abandon d’autres sources de plaisir et d’intérêts au profit de l’usage du tabac ou augmentation du temps passé à se procurer la substance, la consommer, ou récupérer de ses effets, Poursuite de la consommation de la substance malgré la survenue de conséquences nocives, Mode de consommation préjudiciable à la santé sans les critères de la dépendance","Désir puissant ou compulsif de fumer, Difficultés à contrôler l’usage de tabac, Syndrome de sevrage à la diminution ou à l’arrêt, Tolérance, Abandon d’autres sources de plaisir et d’intérêts au profit de l’usage du tabac ou augmentation du temps passé à se procurer la substance, la consommer, ou récupérer de ses effets, Poursuite de la consommation de la substance malgré la survenue de conséquences nocives, Les complications peuvent être physiques ou psychiques, mais le patient ne sait pas les liens entre dommage et consommation","Désir puissant ou compulsif de fumer, Difficultés à contrôler l’usage de tabac, Syndrome de sevrage à la diminution ou à l’arrêt, Tolérance, Abandon d’autres sources de plaisir et d’intérêts au profit de l’usage du tabac ou augmentation du temps passé à se procurer la substance, la consommer, ou récupérer de ses effets, Poursuite de la consommation de la substance malgré la survenue de conséquences nocives, Mode de consommation préjudiciable à la santé sans les critères de la dépendance, Les complications peuvent être physiques ou psychiques, mais le patient ne sait pas les liens entre dommage et consommation",a
629,OIC-075-21-A-,Quel est un signe de sevrage en tabac qui peut entraîner une prise de poids?,Irritabilité,Colère,Augmentation de l'appétit,Anxiété,c
630,OIC-075-22-A,Quel est le pourcentage de décès par cancers broncho-pulmonaires liés au tabac?,10%,20%,50%,80%,d
631,OIC-075-22-A-,Quelle est la première cause de mortalité cardiovasculaire évitable selon l'OMS?,Alimentation déséquilibrée,Sédentarité,Tabagisme,Alcoolisme,c
632,OIC-075-23-B,Quelle est la fréquence de la comorbidité tabagique chez les patients atteints de schizophrénie?,20%,40%,60%,80%,d
633,OIC-075-23-B-,Quel est le lien entre la difficulté à arrêter de fumer et les symptômes dépressifs?,La difficulté à arrêter de fumer est indépendante des symptômes dépressifs.,La difficulté à arrêter de fumer est due à une résistance aux traitements antidépresseurs.,La difficulté à arrêter de fumer est due à une augmentation des symptômes dépressifs.,La difficulté à arrêter de fumer est due à une diminution des symptômes dépressifs.,c
634,OIC-075-24-A,Quel est le premier pas à suivre lors d'un conseil d'arrêt selon le modèle 5A?,Assess : évaluer son tabagisme,Ask : demander si la personne fume,Advise : conseiller à chaque fumeur d’arrêter de fumer,Assist : évoquer la palette des aides et accompagnements disponibles pour y arriver,b
635,OIC-075-24-A-,Quelle approche est décrite comme centrée sur le patient et visant à susciter ou renforcer la motivation au changement?,Le conseil d’arrêt,L’entretien motivationnel,La thérapie cognitivo-comportementale,La psychothérapie de soutien,b
636,OIC-075-25-A,Quelles sont les principales mesures recommandées pour la prévention primaire du tabagisme en France?,"Interdiction de toute publicité, directe ou indirecte",Augmentation dissuasive et répétée des prix de tous les produits du tabac,Protection contre l’exposition au tabagisme passif (lieux publics et de travail),Éducation et information : les avertissements sanitaires sous forme d’images sur les paquets,a
637,OIC-075-26-A,Quels sont les traitements pharmacologiques de la dépendance au tabac?,Varénicline et Bupropion,Cigarette électronique,Thérapie cognitivo-comportementale,Accompagnement psychothérapique,a
638,OIC-075-26-A-,Quels sont les effets indésirables modérés des traitements de substitution nicotinique?,"Céphalées, palpitations, dysgueusie, hoquets, nausées, dyspepsie, douleurs et paresthésie de la cavité buccale, stomatite, hypersécrétion salivaire, brûlure des lèvres, sécheresse de la bouche et/ou de la gorge",Varénicline et Bupropion,Cigarette électronique,Accompagnement psychothérapique,a
639,OIC-075-27-A,Quel est l'outil institutionnel pour l'accompagnement téléphonique à propos de l'addiction au tabac?,Tabac Info Service,Ligne 3989,Site internet tabac-info-service.fr,Aucun des choix ci-dessus,a
