mcq,cop,llm_cop
"-----
Question:
To level 1 mm curve of spee amount of arch length required is?
Options:
a) 0.5 mm
b) 1 mm
c) 2 mm
d) 2.5 mm
-----
",-1,2
"-----
Question:
For gold inlays gingival margin finish line should be
Options:
a) Shoulder preparation
b) Chamfer preparation
c) Bevel
d) Knife edge
-----
",2,2
"-----
Question:
Mechanism of action/properties of Sod. Hypochlorite is explained as
Options:
a) Saponification
b) Hypochlorous acid formation
c) Deamination
d) All of the above
-----
",3,4
"-----
Question:
In which of the following, Koebner phenomenon is NOT seen –
Options:
a) Lichen planus
b) Lichen sclerosis
c) Erythema multiforme
d) Lichen simplex chronicus
-----
",3,3
"-----
Question:
For selection of stainless steel crown, which of the following is not the criterion?
Options:
a) Mesial distal diameter
b) Light resistance during seating
c) Occlusal morphology
d) Crown height
-----
",2,3
"-----
Question:
The ""in office"" non vital bleaching technique is
Options:
a) Walking bleach
b) Power bleach technique
c) Thermo catalytic technique
d) Night guard technique
-----
",2,1
"-----
Question:
A 10 years old female patient diagnosed as a case of
down's syndrome having mosaicism variety.

Often IQ of such patients lie in the range of:
Options:
a) IQ 140-170
b) IQ 120-139
c) IQ 110-119
d) IQ 25-50
-----
",3,4
"-----
Question:
Approximately how much time is required for progression of incipient to clinical cavitated caries on smooth surface?
Options:
a) 10+-6 months
b) 18+-6 months
c) 25+-8 months
d) 13+-3 months
-----
",1,2
"-----
Question:
Pitting nail dystrophy seen in – a) Dermatophytic infectionb) Psoriasisc) Lichen planusd) Seborrheic dermatitis
Options:
a) a
b) c
c) ac
d) bc
-----
",3,2
"-----
Question:
Dean's fluorosis index was modified in the year
Options:
a) 1934
b) 1938
c) 1942
d) 1945
-----
",2,2
"-----
Question:
A purine which is found in saliva is:
Options:
a) Uric acid
b) Thymine
c) Adenosine
d) Hypolithinium
-----
",2,3
"-----
Question:
The most common aspect in gold inlay and amalgam cavity design is
Options:
a) Axiopulpal bevel
b) Gingival bevel
c) Occlusal bevel
d) Axiofacial bevel
-----
",1,1
"-----
Question:
Name the finish line which has a gingival finish wall perpendicular to the axial surfaces of the teeth:
Options:
a) Shoulder.
b) Chamfer.
c) Sloping shoulder.
d) Feather edge.
-----
",-1,3
"-----
Question:
Which is the most common agent employed in external bleaching?
Options:
a) Sodium perborate
b) Hydrochloric acid
c) Carbamide peroxide
d) Sodium hypochlorite
-----
",2,3
"-----
Question:
The ideal instrument that is used to widen the canal is
Options:
a) Broach
b) File
c) Fissure bur
d) Reamer
-----
",1,4
"-----
Question:
In self threaded pins, the pin hole is smaller than pin channel by diameter:
Options:
a) 0.001 inch
b) 0.002 inch
c) 0.003 inch
d) 0.004 inch
-----
",3,2
"-----
Question:
What type of occlusion will be given for FPD?
Options:
a) Confirmatory
b) Reorganised
c) Balanced
d) None
-----
",1,1
"-----
Question:
Calcium hydroxide is used in deep cavities in order to:
Options:
a) Form dentin bridge
b) To kill microorganism
c) To cause necrosis
d) As a base under restoration
-----
",0,4
"-----
Question:
What is the number of Gate Glidden drill used in mid canal region?
Options:
a) 6-May
b) 3
c) 2
d) 1
-----
",1,2
"-----
Question:
Apexification is done with
Options:
a) Ca(OH)2 at the apex
b) Ca(OH)2 direct pulp capping
c) Indirect pulp capping
d) None
-----
",0,1
"-----
Question:
Retreatment file used for GP removal rotate at:
Options:
a) 350 RPM
b) 900 RPM
c) 1200 RPM
d) 1500 RPM
-----
",3,2
"-----
Question:
Suitable	technique	used	for	diagnosis	of	posterior
interproximal caries in children
Options:
a) Bite wing with Bisecting angle technique
b) Bite wing with Paralleling technique
c) Bite wing with RVG
d) Panoramic Radiography
-----
",2,1
"-----
Question:
The ideal dimension for the luting agent space is
Options:
a) 0-20 microns
b) 20-40 microns
c) 40-80 microns
d) 80-120 microns
-----
",1,2
"-----
Question:
Not an indication for tooth grinding:
Options:
a) Wear facets
b) TMJ pain
c) Crepitus
d) Cemental wear
-----
",0,4
"-----
Question:
Which of the following is not a conditioned gingival enlargement:
Options:
a) Plasma cell gingivitis.
b) Pregnancy gingivitis.
c) Sarcoidosis gingival enlargement.
d) Vit. C deficiency gingival enlargement
-----
",-1,4
"-----
Question:
Asbestos liner is used in a casting ring to:
Options:
a) Facilitate venting of the mold
b) Retard the heating of the investment
c) Permit expansion of the mold
d) All the above
-----
",2,4
"-----
Question:
The physical properties of  the compacted  gold(restoration) are probably more greatly influenced by:
Options:
a) Competence of the dentist in manipulating and placing the gold material
b) Hardness of the gold used for filling the prepared cavity
c) Physical properties of various types of gold used for filling the prepared cavity
d) None of the above
-----
",0,3
"-----
Question:
Total arch length reduced due to mesial migration of teeth?
Options:
a) 1 cm
b) 3 cm
c) 0.5 cm
d) 0.15 cm
-----
",2,2
"-----
Question:
Nutrition for ameloblasts after 1st layer of enamel is laid is
Options:
a) Dental sac
b) Odontoblastic process
c) REE
d) Dental papilla
-----
",0,2
"-----
Question:
In Dean's fluorosis index (WHO Assessment Form), code 2 indicates
Options:
a) Very mild fluorosis
b) Mild fluorosis
c) Moderate fluorosis
d) Severe fluorosis
-----
",0,2
"-----
Question:
A 17 year old girl with acne has been taking a drug for the last two years.She now presents with blue black pigmentation of nails.The likely medication causing above pigmentation is-
Options:
a) Tetracycline
b) Minocyclin
c) Doxycycline
d) Azithromycin
-----
",1,2
"-----
Question:
The occurrence of keratinization on the human gingiva is
Options:
a) Dependent upon the functional stimulation the attached gingival receives
b) A reflection of inflammation in the underlying gingival connective tissue
c) A variable factor directly related to age
d) Lacking in the gingival crevice
-----
",3,1
"-----
Question:
A 25 year old male presents to the dental clinic with black spots on his tooth. Intra-oral examination  reveals pit and fissure caries with 16. Which of the following ICDAS score will be given to this tooth based on the histological depth of the lesion?
Options:
a) Lesion depth in P/F was 50% inner enamel and 50% into the outer 1/3 dentin - score 2
b) Lesion depth in P/F with 77% in dentin - score 3
c) Lesion depth in P/F with 100% in dentin - score  5
d) Lesion depth in P/F was 100% reaching inner 1/3 dentin - score  6
-----
",2,2
"-----
Question:
Gluten-free diet is beneficial in
Options:
a) Dermatitis herpetiformis
b) Pemphigus vulgaris
c) Psoriasis
d) Exfoliative dermatitis
-----
",0,1
"-----
Question:
Although standarize technique is simple and rapid but not used frequently because:
Options:
a) Inaccurate technique.
b) Relies on inherent shape of file to give shape of canal.
c) Accessory canals are not removed efficiently.
d) All of the above.
-----
",1,4
"-----
Question:
Down's cephalometric analysis uses ____line as a reference plane
Options:
a) ANS-PN5
b) SN plane
c) Porion - Orbitale
d) Gonion- Menton
-----
",2,1
"-----
Question:
Hypochlorite does not cause
Options:
a) Bleaching
b) remove smear layer
c) Lubricating
d) Flush out debris
-----
",1,3
"-----
Question:
The minimum force required to retard and redirect the maxillary growth
Options:
a) 300 - 400 gm/side
b) 500 - 550 gm/side
c) 500 - 600 gm/side
d) 450 -550 gm/side
-----
",0,2
"-----
Question:
Bruxism should be treated by night guard using:
Options:
a) Hawley's retainer
b) Occlusal splint
c) Double occlusal splint
d) All of the above
-----
",1,4
"-----
Question:
An apical radiolucent area present in central incisor
after 4 months of RCT is due to:
Options:
a) Inadequate obturation & leakage from main canal
b) Leakage from accessory canal
c) Leakage from gingival crevice
d) Leakage from access opening
-----
",0,1
"-----
Question:
A 10 year old male patient complains of a gap between his upper front teeth. Intra-oral examination reveals a midline diastema of 2 mm, for which a removable appliance with finger springs was given. What type of anchorage is seen with this appliance?
Options:
a) Reciprocal
b) Simple
c) Intramaxillary
d) All of the above
-----
",3,4
"-----
Question:
What is the modern approach treatment of a discoloured crown?
Options:
a) Composite restoration
b) Full crown
c) Bleaching
d) Implant
-----
",2,3
"-----
Question:
A 22 years old male patient presents with a complaints of severe itching and white scaly lesions in the groin for past month. Which of the following is most likely to be the causative agent –
Options:
a) Trichophyton rubrum
b) Candida albicans
c) Candida glabrata
d) Malassezia furfur
-----
",0,2
"-----
Question:
Tempering temperature for agar is:
Options:
a) 100 degrees Celsius
b) 65 degrees Celsius
c) 45 degrees Celsius
d) None of the above
-----
",2,3
"-----
Question:
A 70 year old female presents with a lesion on cheek with pearly raised border & telangiectasia on surface of lesion.Diagnosis is:
Options:
a) Basal cell carcinoma
b) Squamous cell carcinoma
c) Actinic keratosis
d) Wart
-----
",0,1
"-----
Question:
Temperomandibular joint is:
Options:
a) Devoid of the synovial membrane.
b) Has no synovial fluid.
c) Has rudimentary synovial membrane.
d) The synovial membrane does not cover the articular surface.
-----
",3,3
"-----
Question:
The lesions seen on this infants face are usually associated with?
Options:
a) Acquired rubella
b) Congenital rubella
c) Syphilis
d) Rubeola
-----
",1,2
"-----
Question:
Wood lamp is used to diagnose –
Options:
a) Psoriasis
b) Tinea versicolor
c) Pityriasis rosae
d) Erysipelas
-----
",1,2
"-----
Question:
Technique of root coverage called as:
Options:
a) Langer and langer technique
b) Pouch and tunnel technique.
c) Azis technique.
d) Bruno technique
-----
",1,1
"-----
Question:
Lingual plate is indicated when
Options:
a) There is need for addition of one or more Anterior teeth
b) Deep Lingual sulcus
c) Good ridge support
d) Narrow lingual sulcus
-----
",0,1
"-----
Question:
Not A sexually transmitted disease –
Options:
a) Pinta
b) Candidiasis
c) HBV
d) Trichomonisis
-----
",0,2
"-----
Question:
Ideal media to transport the avulsed tooth is:
Options:
a) Socket.
b) Milk
c) Water.
d) Saline.
-----
",0,4
"-----
Question:
Pontic design for anterior should be of following to give excellent aesthetics:
Options:
a) Ridge lap
b) Sanitary.
c) Ovate.
d) Bullet-shaped.
-----
",2,3
"-----
Question:
Model analysis indicated for 2 quadrants:
Options:
a) Hixon-old father
b) Peck and peck index
c) Pont's index
d) All of the above
-----
",3,4
"-----
Question:
A 36-yr-old male worker presented with itchy, annular, scaly diffuse plaques in both the groins. Application of coicosteroid ointment relieved the symptoms temporarily but the plaques continued to spread at the periphery. The most likely diagnosis would be?
Options:
a) Erythema annulare centrifugum
b) Granuloma annulare
c) Annular lichen planus
d) Tinea Incognito
-----
",3,4
"-----
Question:
A 36 years old factory worker developed itchy annular scaly plaques in both groins. Application of a corticosteroid ointment led to temporary relief but the plaques continued to extend at the periphery.The most likely diagnosis is –
Options:
a) Erythema annulare centrifugam
b) Granuloma annulare
c) Annular lichen planus
d) Tenia cruris
-----
",3,4
"-----
Question:
Eruption of Maxillary 2nd Premolar occur at
Options:
a) 8-9 years
b) 6 years
c) 4 years
d) 10-12 years
-----
",3,1
"-----
Question:
All are seen in reiter&;s syndrome except ?
Options:
a) Subcutaneous nodules
b) Oral ulcers
c) Keratoderma blenorrhagicum
d) Circinate balanitis
-----
",0,4
"-----
Question:
Fluorine is said to discover by?
Options:
a) Scheele
b) Moissan
c) Ficinus
d) Fremy
-----
",-1,1
"-----
Question:
2nd optimal landmark for termination of cleaning, shaping and obturation is
Options:
a) Apical constriction
b) Cementodentinal junction
c) Major diameter
d) None of the above
-----
",0,2
"-----
Question:
A 6 months old child does not have any tooth in mouth. Normally by what maximum age first tooth should erupt.
Options:
a) 10 to 11 months
b) 6 to 8 months
c) 14 to 16 months
d) All of the above
-----
",0,4
"-----
Question:
Craters in interseptal bone are best eliminated by
Options:
a) Gingivectomy
b) Supragingival curettage
c) Interseptal massage with stimulators
d) Osseous recontouring
-----
",3,3
"-----
Question:
Balanced stone is dental stone:
Options:
a) Which undergoes rapid expansion
b) In which, accelerators or retarders have been added according to need
c) In which, amount of water of hydration is controlled
d) In which, the crystals are all of uniform size
-----
",1,2
"-----
Question:
Daily use of a hard, improperly designed toothbrush is a poor instrument for biofilm removal and a principal cause of:
Options:
a) Gingival Recession
b) Localized Aggressive Periodontitis
c) ANUG
d) All of the above
-----
",-1,4
"-----
Question:
Clinical feature of mouth breathing is:
Options:
a) Pigeon face appearance
b) Proclined mandibular anteriors
c) Shallow and flat maxillary arch
d) Retroclined maxillary anteriors
-----
",0,1
"-----
Question:
Cicatricial alopecia is seen in –
Options:
a) Tenia capitis
b) Psoriasis
c) DLE
d) Alopecia aereta
-----
",2,3
"-----
Question:
A patient comes with all the lower premolars and first
molar removed, should the second molars be removed why?
Options:
a) Yes, it will help in taking support from the ridge
b) No, 2nd molars will help in determining the vertical dimension
c) No, because for designing RPD, sound posterior tooth with good bony support should not be extracted
d) Yes, it will help in extending the denture to retromolar pad to have good retention
-----
",2,3
"-----
Question:
In the tooth reduction for 3/4th crown the functional
bevel is placed
Options:
a) At 45° angle to the long axis
b) Parallel to cuspal inclination of opposing tooth
c) Such that it forms an acute angle
d) Parallel to inclination of the cuspal plane on which it rests
-----
",0,4
"-----
Question:
Management of NaOCl accident are all except?
Options:
a) Over instrumentation of root canal to establish drainage
b) Cold packs followed by hot packs after 24 hrs
c) Antibiotics
d) Corticosteroids
-----
",0,4
"-----
Question:
If fluoride concentration of community water is___________ppm, no need of any flouride supplement at any stage.
Options:
a) >1 ppm
b) >0.7 ppm
c) >2 ppm
d) >1.5 ppm
-----
",1,2
"-----
Question:
Which of the following organ storage media has approx same pH and osmolarity as ideally advocated:
Options:
a) Viaspen.
b) Hbss.
c) Milk
d) Saline.
-----
",0,2
"-----
Question:
The occlusal surface of a primary mandibular first molar often has a prominent faciolingual ridge. This transverse ridge connects which two cusps?
Options:
a) Buccal and distolingual.
b) Mesiolingual and distobuccal.
c) Mesiobuccal and mesiolingual.
d) Distobuccal and distolingual.
-----
",2,1
