id,question,option_a,option_b,option_c,option_d,correct_option
OIC-075-01-A-,Quel est le mode de transmission principal du parvovirus B19?,Par voie digestive,Par voie respiratoire,Par voie sanguine,Par contact cutané,b
OIC-075-02-A,Quel est le virus responsable de la roséole chez l'enfant?,Virus de la grippe,Virus HHV6,Virus de l'herpès simplex,Virus de la varicelle,b
OIC-075-02-A-,Quel est l'âge de prédilection pour la primo-infection à Epstein-Barr (EBV)?,L'enfance,L'adolescence,La vieillesse,L'âge adulte,b
OIC-075-03-B,Quel est le principal agent pathogène responsable de la scarlatine?,Staphylococcus aureus,Streptococcus pneumoniae,Streptococcus pyogenes,Haemophilus influenzae,c
OIC-075-03-B-,Quelle est la principale caractéristique clinique de la maladie de Kawasaki?,Fièvre depuis moins de 5 jours,Exanthème maculopapuleux ou érythème diffus,"Adénopathies cervicales < 1,5 cm",Conjonctivite suppurative,b
OIC-075-04-B-,Quelle est la définition d'une diarrhée chez l'enfant selon le contenu éducatif?,Émission de selles molles ou liquides plus de 3 fois par jour,Émission de selles molles ou liquides plus de 3 fois par 24 heures,Émission de selles molles ou liquides plus de 3 fois par jour et/ou une quantité de selles > 250g/24H,Émission de selles molles ou liquides plus de 3 fois par jour et/ou une quantité de selles > 250g/24H chez l'adulte,b
OIC-075-05-B,Quelle est la principale cause des diarrhées chez l'adulte?,Infectieuses,Fonctionnelles,Médicamenteuses,Inflammatoires,a
OIC-075-05-B-,Quelle est la principale complication à rechercher chez un enfant présentant une diarrhée sécrétoire?,Déshydratation aigue,Sepsis,Syndrome hémolytique et urémique (SHU),Tableau pseudo-occlusif post-diarrhée,a
OIC-075-06-A,Quel est le premier agent pathogène à considérer chez un enfant présentant une diarrhée liquidienne?,Vibrio cholera,Salmonella enterica non Typhi,Rotavirus,Shigella spp,c
OIC-075-06-A-,Quel est le principal symptôme associé aux diarrhées liquidiennes virales chez l'enfant?,Douleur abdominale,Fièvre,Constipation,Éruption cutanée,b
OIC-075-07-B,Quel parasite est le plus fréquemment retrouvé chez l'enfant et l'adulte post voyage?,Giardia intestinalis,Cryptosporidium spp,Microsporidies,Ascaridiose,a
OIC-075-07-B-,Quel examen doit être prescrit en cas de diarrhée aigue fébrile chez un immunodéprimé?,Coproculture,Examen parasitologique des selles,Hémocultures,Examen virologique,a
OIC-075-08-A,Quel examen parasitologique des selles est indiqué en cas de diarrhée au retour d’un voyage en zone tropicale?,Recherche de giardiase,Recherche d'amoebose intestinale,Recherche de cryptosporidiose,Recherche d'anguillulose,b
OIC-075-08-A-,Quels examens complémentaires sont essentiels pour évaluer la déshydratation chez un patient diagnostiqué avec une diarrhée infectieuse?,"Ionogramme sanguin, créatininémie, NFS","Gaz du sang avec lactates, évaluation des dysfonction d'organe","Électrocardiogramme, radiographie thoracique","Analyse de sang complet, urinogramme",a
OIC-075-09-A,Quelle est l'indication principale de la rectosigmoïdoscopie/colonoscopie chez l'adulte?,Diarrhées aiguës sans cause identifiée,Diarrhées persistantes sans cause identifiée malgré le bilan précédemment décrit,Diarrhées aiguës avec cause identifiée,Diarrhées aiguës avec suspicion de maladie inflammatoire intestinale,b
OIC-075-09-A-,Quel est le principal risque de la diarrhée aiguë chez l'enfant?,La déshydratation,La dénutrition,La fièvre,La diarrhée chronique,a
OIC-075-10-A,Quel est le principal objectif de la prise en charge symptomatique de la diarrhée chez l'adulte?,Réduire l'intensité de la diarrhée,Corriger ou prévenir la déshydratation,Utiliser des antibiotiques,Augmenter la consommation de fibres,b
OIC-075-10-A-,Quel est le traitement antibiotique habituel pour une diarrhée invasive chez l'adulte avec un syndrome dysentérique fébrile?,Azithromycine ou ciprofloxacine,Vancomycine orale ou fidaxomicine,Cotrimoxazole,Ceftriaxone,a
OIC-075-11-A,Quelle est la mesure de prévention la plus importante pour éviter la diarrhée infectieuse chez l'enfant?,Utiliser des antibiotiques,Boire de l'eau non traitée,Respecter une bonne hygiène des mains,Manger des aliments crus,c
OIC-075-11-A-,Quelle est la définition d'une toxi-infection alimentaire collective?,Une infection causée par des bactéries dans l'eau potable,Une infection causée par des bactéries dans les aliments consommés par plusieurs personnes,Une infection causée par des virus dans les aliments,Une infection causée par des parasites dans l'eau potable,b
OIC-075-12-A,Quelle est la principale complication à surveiller chez un patient diagnostiqué avec une diarrhée infectieuse?,La déshydratation,La fièvre,La diarrhée chronique,La constipation,a
OIC-075-12-A-,Quel est le principal objectif de la réhydratation orale dans le traitement des diarrhées infectieuses?,Réduire la température corporelle,Prévenir ou corriger la déshydratation,Éliminer les parasites intestinaux,Augmenter la production de sel,b
OIC-075-13-A,Quelle est la principale voie de transmission de l'amoebose?,Par inhalation,Par ingestion d'eau ou d'aliments contaminés,Par contact direct avec des animaux,Par piqûres d'insectes,b
OIC-075-13-A-,Quelle est la principale voie de transmission de la taeniasis chez l'humain?,Par ingestion d'œufs de Taenia saginata,Par ingestion de larves contenues dans la viande peu ou non cuite,Par contact direct avec des animaux infectés,Par inhalation de spores,b
OIC-075-14-A,Quel est le principal risque lié à la consommation d'eau polluée par des microorganismes?,Troubles gastro-intestinaux,Atteinte neurologique,Hépatite,Insuffisance rénale,a
OIC-075-14-A-,Quelle est la principale source de pollution chimique de l'eau?,Sodium,Nitrates,Phosphates,Métaux lourds,b
OIC-075-15-A,Quelle est la première étape de la prévention des risques sanitaires liés à l’eau?,Filtration et traitement de l’eau,Protection des points de captage,Entretien du réseau de distribution,Contrôle de qualité,b
OIC-075-15-A-,Quel est le principal risque lié à la consommation d'oeufs de poule?,Troubles gastro-intestinaux,Éruption cutanée,Atteinte neurologique,Allergie,d
OIC-075-16-A,Quelle est la définition d'une toxi-infection alimentaire collective (TIAC)?,"Apparition d'au moins 2 cas d'une symptomatologie en général digestive, dont on peut rapporter la cause à une même origine alimentaire.","Apparition d'au moins 10 cas d'une symptomatologie en général digestive, dont on peut rapporter la cause à une même origine alimentaire.","Apparition d'au moins 5 cas d'une symptomatologie en général digestive, dont on peut rapporter la cause à une même origine alimentaire.","Apparition d'au moins 3 cas d'une symptomatologie en général digestive, dont on peut rapporter la cause à une même origine alimentaire.",a
OIC-075-16-A-,Quel est le mécanisme d'action de Staphylococcus aureus dans les toxi-infections alimentaires?,Infection par une toxine thermostable,Infection par une toxine produite dans l'intestin,Infection par une toxine produite dans l'aliment,Infection par une toxine produite dans le sang,a
OIC-075-17-A,Quelle est la première étape pour suspecter une TIAC?,Surveillance des cas individuels,Surveillance des cas groupés,Analyse des symptômes neurologiques,Examen des mesures d'hygiène,b
OIC-075-17-A-,Quelle est la première mesure à prendre lors d'une suspicion de TIAC?,Identifier les malades ayant des signes cliniques,Prévenir le médecin responsable de l’établissement,Conserver les restes des repas au réfrigérateur,Effectuer des prélèvements de selles,b
OIC-075-18-B,Quelle est la première mesure de prévention des TIAC en dehors d’un contexte de TIAC?,Surveillance médicale du personnel,Consignations des denrées suspectes,Application de règles d’hygiène scrupuleuses,Suspension des activités de restauration,c
OIC-075-18-B-,Quel est le mode d'organisation des SPST pour les grandes entreprises?,SPST interentreprises,SPST autonome,SPST communautaire,SPST centralisé,b
OIC-075-19-A,Quel est le rôle principal du médecin du travail en matière d'évaluation des risques professionnels?,Conseiller sur l'organisation des secours,Mener des actions de promotion de santé,Évaluer les risques professionnels par des analyses ou des mesures,Coordonner l'équipe pluridisciplinaire,c
OIC-075-19-A-,Quel est l'un des principaux outils du médecin du travail?,La gestion des congés,Le suivi de santé des salariés,La gestion des stocks,La gestion des achats,b
OIC-075-20-A,Quel type de consultation est obligatoire après un arrêt de travail de plus de 60 jours?,Visite de préreprise,Visite de reprise,Visite d'information de prévention,Entretien infirmier,b
OIC-075-20-A-,Quel document retrace l'état de santé du salarié et ses expositions professionnelles?,Fiche d'entreprise,Fiche d'aptitude / inaptitude,Dossier médical en santé au travail,Avis du médecin du travail,c
OIC-075-21-A,Quel est le but de la prévention primaire?,Dépister les pathologies liées au travail,Maintenir les personnes dans l'emploi malgré les pathologies,Éviter l'apparition d'effets délétères chez les salariés,Adaptation du poste de travail,c
OIC-075-21-A-,Quelle est la première étape de la démarche d'évaluation des risques professionnels?,Evaluation de l'exposition,Estimation des risques encourus,Identification et caractérisation des dangers,Plan de prévention,c
OIC-075-22-A,Quelle est la première étape dans la gestion des risques professionnels?,Limiter l'exposition des salariés,Limiter les émissions à la source,Supprimer les dangers,Evaluer l'efficacité des mesures de prévention,c
OIC-075-22-A-,Quelle est la principale caractéristique des hypersensibilités allergiques?,Elles sont toujours symptomatiques,Elles sont médiées par des IgE spécifiques d’un allergène,Elles ne peuvent pas être répétées,Elles sont uniquement causées par des allergènes alimentaires,b
OIC-075-23-B,Quel est le principal allergène du venin d'abeille?,Phospholipase A1,Hyaluronidase,Phospholipase A2,Antigène 5,c
OIC-075-23-B-,Quelle est la prévalence de l’allergie alimentaire chez les enfants entre 2 et 5 ans?,2%,4%,"6,8%","3,4%",b
OIC-075-24-A,Quelle est la prévalence des hypersensibilités médicamenteuses dans la population générale?,5%,7%,10%,15%,b
OIC-075-24-A-,Quelle est la principale caractéristique des allergies aux venins d'hyménoptères?,Elles sont de type 2 médiées par des IgE,Elles sont de type 1 médiées par des IgE,Elles sont de type 3 médiées par des IgG,Elles sont de type 4 médiées par des T lymphocytes,b
OIC-075-25-A,Quel est le principal allergène responsable des symptômes per-annuels chez les personnes allergiques?,Pollen d'arbres,Moisissures d'extérieur,Acariens et blattes,Pollen de graminées,c
OIC-075-25-A-,Quel est le principal allergène responsable d’allergie alimentaire chez les enfants avant l’âge de 6 mois?,L’arachide,L’œuf,Le lait,Le soja,c
OIC-075-26-A,Quel est le principal aliment responsable des allergies alimentaires anaphylactiques sévères chez les enfants et les adultes?,L'avoine,Le lait,L'arachide,Le poisson,c
OIC-075-26-A-,Quel est le mécanisme principal derrière les allergies croisées entre allergènes respiratoires et alimentaires?,La réaction immunitaire à des allergènes différents,La reconnaissance par les IgE spécifiques d’allergènes similaires,L'absence de réaction immunitaire,La réaction immunitaire à des allergènes identiques,b
OIC-075-27-A,Quelle est la première étape du diagnostic d'une réaction à une piqûre d'hyménoptère?,Les tests biologiques,Les tests cutanés,L'anamnèse,L'identification de l'insecte,c
OIC-075-27-A-,Quel facteur environnemental est associé à une augmentation des maladies allergiques et auto-immunes selon la théorie hygiéniste?,La diversification tardive des aliments,Le tabagisme passif,La baisse de la biodiversité microbienne,La pollution atmosphérique,c
OIC-075-28-B,Quel est l'indication principale du test de dépistage IgE multiallergénique?,Pour confirmer une allergie respiratoire,Pour détecter des IgE spécifiques d'un panel d'allergènes,Pour évaluer la gravité d'une allergie alimentaire,Pour déterminer la nécessité d'un traitement médicamenteux,b
OIC-075-28-B-,Quel est le délai de lecture pour les pricks?,10 minutes,20 minutes,15 minutes,30 minutes,c
OIC-075-29-B,Quel est l'objectif principal de l'éducation thérapeutique dans l'allergie alimentaire?,Apprendre à cuisiner des plats sans allergènes,Autonomiser le patient allergique et sa famille,Développer des compétences en cuisine,Améliorer la nutrition générale,b
OIC-075-29-B-,Quel est le principal symptôme d'une conjonctivite allergique?,Démangeaisons,Douloureux,Larmoiement,Rougeur,a
OIC-075-30-B,Quel est le premier principe de traitement de la conjonctivite allergique?,L'application de compresses chaudes,Les lavages oculaires fréquents,L'utilisation d'antibiotiques,L'administration d'anti-inflammatoires,b
OIC-075-30-B-,Quel est le pourcentage de prévalence des allergies alimentaires chez les enfants selon la cohorte ELFE?,2%,4%,6%,8%,c
OIC-075-31-B,Quelle est la prévalence de l'asthme chez les enfants en France?,5%,10%,15%,20%,b
OIC-075-31-B-,Quel est l'indication principale du test de dépistage IgE multiallergénique chez l'enfant?,Dépister les allergies cutanées,Dépister les allergies respiratoires et alimentaires,Dépister les allergies cutanées et respiratoires,Dépister les allergies alimentaires uniquement,b
OIC-075-32-B,Quelle est la définition de l'urticaire?,Une dermatose inflammatoire fréquente secondaire à l'activation des mastocytes par des mécanismes immunologiques ou non immunologiques complexes.,Une dermatose inflammatoire rare secondaire à l'activation des mastocytes par des mécanismes immunologiques uniquement.,Une dermatose inflammatoire fréquente secondaire à l'activation des mastocytes par des mécanismes non immunologiques uniquement.,Une dermatose inflammatoire fréquente secondaire à l'activation des mastocytes par des mécanismes immunologiques et non immunologiques complexes.,a
