Unnamed: 0,id,question,option_a,option_b,option_c,option_d,correct_option,distractor_quality
635,OIC-075-18-B-,Qu'est-ce qui est obligatoire pour tout employeur ayant au moins un salarié?,Avoir un service de prévention et de santé au travail (SPST) interne.,Avoir un service de prévention et de santé au travail (SPST) interentreprises.,Avoir un service de prévention et de santé au travail (SPST) autonome.,Avoir un service de prévention et de santé au travail (SPST) commun à plusieurs entreprises.,b,4
636,OIC-075-19-A,Quelles sont les actions principales que le médecin du travail peut entreprendre sur le terrain?,Se concentrer uniquement sur les consultations.,"Évaluer les risques professionnels, conseiller sur les secours et mener des actions de promotion de santé.",Se concentrer uniquement sur les analyses.,Se concentrer uniquement sur les mesures.,b,4
637,OIC-075-19-A-,Quels sont les principaux outils du médecin du travail?,Seuls les bilans de santé.,Seuls les conseils aux employés.,Le suivi de santé et les actions sur le terrain.,Seuls les rapports d'inspection.,c,4
638,OIC-075-20-A,Quel est le but principal d'une visite de préreprise?,Identifier les risques professionnels du salarié.,Anticiper les difficultés potentielles lors de la reprise du travail et organiser une adaptation du poste de travail.,Évaluer l'aptitude du salarié à effectuer son travail actuel.,Fournir des conseils médicaux au salarié.,b,4
639,OIC-075-21-A,Quelle est la principale caractéristique de la prévention primaire?,Dépister les pathologies le plus tôt possible.,Maintenir dans l'emploi les personnes présentant des pathologies.,Éviter l'apparition d'effets délétères.,Adapter le poste de travail pour éviter l'aggravation des pathologies.,c,4
640,OIC-075-21-A-,Quelle est la responsabilité principale de l'employeur en matière d'évaluation des risques professionnels?,Seule l'équipe pluridisciplinaire de santé au travail est responsable.,Seule le médecin du travail est responsable.,"L'employeur est responsable, mais l'équipe pluridisciplinaire et le médecin du travail doivent contribuer.",L'évaluation des risques est facultative.,c,4
641,OIC-075-22-A,"Selon la démarche de gestion des risques, quelle est la première étape à réaliser?",Limiter l'exposition des salariés,Supprimer les dangers,Evaluer l'efficacité des mesures de prévention,Limiter les émissions à la source,b,4
642,OIC-075-22-A-,Quelle est la principale caractéristique de l'hypersensibilité allergique?,Elle est causée par une exposition à des substances non allergènes.,Elle est médiée par des anticorps IgE et entraîne une réaction immédiate.,Elle est une réaction inflammatoire chronique sans mécanisme immunologique spécifique.,Elle est uniquement causée par des réactions pharmacologiques.,b,4
643,OIC-075-23-B-,Quelle est la prévalence de l'allergie alimentaire chez l'enfant entre 2 et 5 ans?,2%,4%,"6,8%","3,4%",b,4
644,OIC-075-24-A-,Qu'est-ce qui est médié par des IgE spécifiques dans les allergies aux venins d'hyménoptères?,Type 2,Type 3,Type 1,Type 4,c,4
645,OIC-075-25-A,,,,,,,1
646,OIC-075-25-A-,"Selon le texte, quel est l'un des allergènes les plus fréquents chez l'adulte?",L'arachide,Le lait,"Les fruits, en particulier les rosacées",Les crustacés,c,4
647,OIC-075-26-A,Quel est le test le plus souvent utilisé pour diagnostiquer une allergie à l'arachide ou aux fruits à coque?,Le test de provocation.,Le dosage des IgE spécifiques.,Les tests cutanés (pricks) avec des extraits standardisés.,L'enquête catégorielle alimentaire.,c,4
648,OIC-075-26-A-,Qu'est-ce qui explique les allergies croisées entre allergènes respiratoires et alimentaires?,La production de cytokines par les cellules T régulatrices.,La reconnaissance par les IgE spécifiques d'allergènes similaires présents dans des sources allergéniques distinctes.,L'activation des mastocytes par les histamines.,La production de complément par les cellules B.,b,4
649,OIC-075-27-A-,Quel facteur environnemental est mentionné comme contribuant à l'allergie?,L'augmentation de la biodiversité microbienne,La pollution atmosphérique,Le tabagisme passif,La diversification alimentaire précoce,b,4
650,OIC-075-28-B,"Selon le texte, quel est le rôle principal du médecin de soin primaire dans le contexte d'un test de dépistage IgE multiallergénique?",Prescrire le test et interpréter les résultats.,Réaliser le test et envoyer les résultats à un allergologue.,Prescrire le test lorsque l'interrogatoire oriente vers une allergie respiratoire ou alimentaire et que l'accès à un allergologue est retardé.,Interpréter les résultats du test et recommander un traitement.,c,4
651,OIC-075-28-B-,"Les tests cutanés explorent les réactions allergiques immédiates (de type I, IgE), et les réactions retardées (de type IV, lymphocytes T).","Les tests cutanés explorent uniquement les réactions retardées (de type IV, lymphocytes T).","Les tests cutanés explorent uniquement les réactions immédiates (de type I, IgE).",Les tests cutanés explorent à la fois les réactions immédiates et retardées.,Les tests cutanés ne sont pas utilisés pour explorer les réactions allergiques.,c,4
652,OIC-075-29-B,Quel est l'objectif principal de l'éducation thérapeutique dans le contexte de l'allergie alimentaire?,Fournir des médicaments pour soulager les symptômes allergiques.,Autonomiser le patient allergique et/ou sa famille.,Identifier les causes de l'allergie alimentaire.,Effectuer des tests allergiques coûteux.,b,4
653,OIC-075-29-B-,Quel est le principal élément diagnostique pour une conjonctivite allergique?,L'absence de larmoiement,La présence d'une sensibilisation (prick tests positifs ou détection d'IgE spécifiques d’allergènes),Le test de provocation conjonctival avec l'allergène suspect,Les signes cliniques uniquement,b,4
654,OIC-075-30-B,Quel est un traitement local important pour la conjonctivite allergique?,Corticoïdes topiques,Antihistaminiques H1 en collyre,Inhibiteurs de la dégranulation des mastocytes en collyre,Antibiotiques,b,4
655,OIC-075-31-B,"Selon le texte, quel est le principal facteur déclenchant de l'asthme chez l'enfant?",L'exposition au tabac,La pollution de l'air intérieur,Les infections virales,La pollution atmosphérique,c,4
656,OIC-075-31-B-,Quel test est prescrit chez l'enfant avant 1 an pour dépister les allergies alimentaires?,Trophatop® enfant,fx5,Test de dépistage IgE multiallergénique,Test d'allergie cutanée,b,4
657,OIC-075-32-B,Quelle est la définition de l'urticaire?,Une infection bactérienne de la peau.,Une dermatose inflammatoire fréquente secondaire à l'activation des mastocytes.,Une réaction cutanée à un produit chimique.,Une maladie auto-immune.,b,4
658,OIC-075-32-B-,Quelle est la principale cause de l'urticaire?,Une infection bactérienne,Une vasodilatation tissulaire avec augmentation de la perméabilité capillaire,Une réaction auto-immune,Une allergie alimentaire,b,4
659,OIC-076-01-A,Quelle est la caractéristique principale de la lésion élémentaire de l'urticaire superficielle?,Elle est prurigineuse et persistante.,Elle est blanche et ferme.,"Elle est purigineuse, fugace et migrateure.",Elle est associée à l'urticaire profonde.,c,4
660,OIC-076-02-A,L'urticaire chronique est-il toujours secondaire à une anaphylaxie?,Oui,Non,Parfois,Jamais,b,4
661,OIC-076-03-A,Quel est le traitement symptomatique initial pour une urticaire aiguë?,Corticoïdes,Antihistaminiques H1 de 1ère génération,Antihistaminiques H1 de 2ème génération,Oméprazole,c,4
662,OIC-076-03-A-,Quel est le principal facteur de risque pour la dermatite atopique (DA)?,L'exposition aux chats,L'exposition aux chiens,Un terrain génétique prédisposant,Une infection bactérienne,c,4
663,OIC-076-04-A,"En phase chronique de dermatite atopique, quel aspect cutané est fréquemment observé?",Érythème et œdème,Lichénification,Vésicules,Suintement,b,4
664,OIC-076-05-A,Quelle est une complication infectieuse de la dermatite atopique mentionnée dans le texte?,Surinfection par le streptocoque.,Surinfection par le staphylocoque doré.,Surinfection par le virus de l'herpès.,Surinfection par le champignon.,b,4
665,OIC-076-05-A-,,,,,,,1
666,OIC-076-06-A,Quelle est la principale cellule impliquée dans la phase de sensibilisation de l'eczéma de contact allergique?,Cellules NK,Lymphocytes B,Lymphocytes T CD8+ (LTCD8+),Macrophages,c,4
667,OIC-076-06-A-,Quelle est la première phase de l'éruption chez l'eczéma aigu?,Croûtes,Erythémateuse,Oedémateuse,Suintement,b,4
668,OIC-076-07-A,Quelle est la caractéristique principale de l'eczéma aigu illustré dans la photo?,Les vésicules sont bien définies.,L'érythème est limité à la zone d'application.,L'eczéma est caractérisé par une forte prurit.,L'eczéma est généralement chronique.,c,4
669,OIC-076-07-A-,Quel est le principal facteur à rechercher lors de l'interrogatoire d'un patient présentant un eczéma de contact?,L'âge du patient,Les antécédents médicaux,Les produits vestimentaires,Les allergies alimentaires,c,4
670,OIC-076-08-A,Qu'est-ce qui définit un patch test positif?,L'absence d'érythème.,"Un eczéma de contact (érythème, vésicules) sur le site de l'allergène.",Un simple érythème.,L'absence stricte d'érythème.,b,4
671,OIC-076-08-A-,Quel est le principe le plus important du traitement de l'eczéma de contact?,L'utilisation de corticostéroïdes topiques.,L'éviction du contact avec l'allergène.,L'application quotidienne de crèmes hydratantes.,L'utilisation de pommades uniquement.,b,4
672,OIC-076-09-A,Quelle est la définition de l'asthme selon le texte?,Une infection virale des voies respiratoires.,Une inflammation chronique des voies aériennes inférieures associée à des symptômes respiratoires variables et une obstruction réversible.,Une maladie auto-immune des poumons.,Une réaction allergique à la poussière.,b,4
673,OIC-076-09-A-,"Selon le contenu, quelle est la prévalence de l'asthme en population générale?",10%,24%,6%,80%,c,4
674,OIC-076-10-A,Quel est un élément clé de la physiopathologie de l'asthme?,Diminution de la perméabilité vasculaire,Hyperplasie des glandes muqueuses,Hyperréactivité bronchique,Diminution de l'hyperperméabilité vasculaire,c,4
675,OIC-076-10-A-,Quel est l'acronyme utilisé pour décrire les symptômes d'une rhinite allergique?,PAREO,Symptômes Allergiques Respiratoires,PRINCE,Symptômes Respiratoires Allergiques,a,3
676,OIC-076-11-A,Qu'est-ce qui est requis pour établir un diagnostic d'asthme?,Seuls des symptômes caractéristiques.,Seuls des tests d'hyper-réactivité bronchique.,Symptômes caractéristiques ET obstruction des voies aériennes réversible.,Seuls des tests d'EFR.,c,4
677,OIC-076-11-A-,,,,,,,1
678,OIC-076-12-A-,Qu'est-ce qui caractérise un asthme contrôlé?,Des symptômes d'asthme fréquents.,Des exacerbations fréquentes.,Un VEMS/CVF < 0.7.,Un VEMS < 80%.,a,3
679,OIC-076-13-A,Qu'est-ce qui caractérise une exacerbation d'asthme selon le diagnostic clinique?,Une amélioration spontanée des symptômes.,Une augmentation progressive des symptômes pendant au moins deux jours nécessitant une modification du traitement.,Un retour à l'état habituel sans traitement.,Une réponse immédiate aux bronchodilatateurs d'action rapide.,b,4
680,OIC-076-14-B,Quelles sont les caractéristiques d'une distension thoracique selon la description fournie?,"Hyperclarté des champs pulmonaires, aplatissement des coupoles diaphragmatiques et horizontalisation des côtes.","Hyperclarté des champs pulmonaires, aplatissement des coupoles diaphragmatiques et verticalisation des côtes.","Hypo-clarté des champs pulmonaires, aplatissement des coupoles diaphragmatiques et horizontalisation des côtes.","Hypo-clarté des champs pulmonaires, aplatissement des coupoles diaphragmatiques et verticalisation des côtes.",a,4
681,OIC-076-14-B-,Qu'est-ce qui caractérise un trouble ventilatoire obstructif selon les critères de l'EFR?,"VEMS/CV > 0,7","VEMS/CV < 0,7",Réversibilité complète,Augmentation du VEMS post bronchodilatateur,b,4
682,OIC-076-15-A,Dans quel contexte sont généralement prescrits les tests immuno allergiques?,Seulement en cas de diagnostic de rhinite chronique.,Seulement en cas de diagnostic d’asthme.,En cas de diagnostic d’asthme ou de rhinite chronique dont l’origine allergique est suspectée.,Uniquement pour les enfants.,c,4
683,OIC-076-15-A-,Quels sont les principaux agents professionnels associés à l'asthme professionnel?,Pollen et moisissures,Acides et poussières,Produits chimiques et poussières,Aliments et médicaments,c,4
684,OIC-076-16-A-,"Dans le traitement de la rhinite allergique, quel est le rôle principal des anti-histaminiques?",Réduire l'inflammation des voies nasales.,Éviter l'exposition aux allergènes.,Soulager les symptômes allergiques.,Traiter les infections respiratoires.,c,4
685,OIC-076-17-B,Quel est le traitement de fond le plus efficace pour l'asthme persistant?,Bronchodilatateurs B2-mimétiques de courte durée d’action (BDCA),Bronchodilatateurs B2-mimétiques de longue durée d’action (BDLA),Corticostéroïdes inhalés (CSI),Anti-leucotriène (montelukast),c,4
686,OIC-076-17-B-,Quel est l'un des facteurs à considérer lors du choix d'un dispositif de traitement inhalé?,Le prix du médicament,La couleur du flacon,Les capacités de coordination du patient et ses capacités inspiratoires,La marque du médicament,c,4
